,Artist,Track,Album,Album_type,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_min,Views,Likes,Comments,Licensed,Stream,most_playedon,duration_ms,explicit,year,popularity,key,genre
857,T.I.,What You Know,King,album,0.551,0.81,-4.365,0.0344,0.0155,0.0,0.169,0.332,73.464,4.572216666666667,192096,3007,157,False,90359400,Spotify,274333,True,2006,64,11,"hip hop, pop"
858,T.I.,What You Know,King,album,0.551,0.81,-4.365,0.0344,0.0155,0.0,0.169,0.332,73.464,4.572216666666667,192096,3007,157,False,90359400,Spotify,189693,False,2010,0,6,"World/Traditional, rock, pop"
859,Two Door Cinema Club,What You Know,Tourist History,album,0.563,0.739,-4.239,0.0416,0.00073,1.45e-05,0.0822,0.775,139.0,3.195116666666667,114577984,939420,30023,True,606667617,Spotify,274333,True,2006,64,11,"hip hop, pop"
860,Two Door Cinema Club,What You Know,Tourist History,album,0.563,0.739,-4.239,0.0416,0.00073,1.45e-05,0.0822,0.775,139.0,3.195116666666667,114577984,939420,30023,True,606667617,Spotify,189693,False,2010,0,6,"World/Traditional, rock, pop"
861,T.I.,Bring Em Out,Urban Legend,album,0.759,0.891,-2.983,0.257,0.0298,0.0,0.141,0.587,98.579,3.611783333333333,5509108,45922,1044,False,92950325,Spotify,216706,True,2004,63,11,"hip hop, pop"
862,will.i.am,Scream & Shout,#willpower,album,0.772,0.685,-6.849,0.0696,0.019,8.96e-05,0.131,0.501,130.033,4.723333333333334,981442473,4673535,301321,True,588691883,Youtube,283400,True,2013,78,5,"hip hop, pop"
863,will.i.am,#thatPOWER,#willpower (Deluxe),album,0.797,0.608,-6.096,0.0584,0.00112,7.66e-05,0.0748,0.402,127.999,4.65845,981442473,4673535,301321,True,220604728,Youtube,279506,False,2013,68,6,"hip hop, pop"
864,will.i.am,This Is Love,#willpower (Deluxe),album,0.535,0.796,-3.446,0.0445,0.00473,0.0,0.145,0.282,128.954,4.65045,315163270,1431333,66699,True,130432521,Youtube,279026,False,2013,62,0,"hip hop, pop"
865,Blake Shelton,Honey Bee,Red River Blue (Deluxe Edition),album,0.481,0.849,-5.131,0.0385,0.00167,1.49e-06,0.121,0.723,205.57,3.512,63118615,0,10042,True,150076452,Spotify,210720,False,2011,50,4,country
866,M83,Midnight City,"Hurry Up, We're Dreaming",album,0.526,0.712,-6.525,0.0356,0.0161,0.0,0.179,0.32,105.009,4.024,394041714,3168122,117212,True,834933666,Spotify,243960,False,2011,76,11,"rock, pop, metal, Dance/Electronic"
867,M83,Oblivion,Oblivion (Original Motion Picture Soundtrack),album,0.399,0.612,-7.814,0.0358,0.00317,0.33,0.127,0.0567,128.167,5.944566666666667,18976262,99744,3470,False,54208566,Spotify,251266,False,2012,0,2,"pop, rock, Dance/Electronic"
868,Grimes,Oblivion,Visions,album,0.697,0.529,-8.838,0.0338,0.115,0.896,0.0895,0.486,155.974,4.187783333333333,81736523,894306,33680,True,199523995,Spotify,251266,False,2012,0,2,"pop, rock, Dance/Electronic"
869,Bastille,Oblivion,Bad Blood,album,0.422,0.321,-8.952,0.0294,0.76,2.33e-06,0.429,0.28,78.533,3.27245,21733315,223955,6775,True,171301828,Spotify,251266,False,2012,0,2,"pop, rock, Dance/Electronic"
870,Travis Barker,Misery Business,Tickets To My Downfall (SOLD OUT Deluxe),album,0.461,0.867,-3.586,0.152,0.000674,0.0,0.371,0.717,170.015,3.352933333333333,24422163,420404,26739,False,54852980,Spotify,211520,False,2007,72,1,"pop, rock"
871,Paramore,Misery Business,Riot!,album,0.517,0.906,-3.677,0.0735,0.00272,9.26e-06,0.113,0.731,172.977,3.525333333333333,255069350,1570688,87847,True,593116852,Spotify,211520,False,2007,72,1,"pop, rock"
872,Oliver Heldens,Gecko (Overdrive) - Radio Edit,Gecko (Overdrive) [Radio Edit],single,0.609,0.885,-5.469,0.0642,0.00521,1.15e-05,0.336,0.76,124.959,2.75735,33418002,227356,6672,True,272471387,Spotify,165440,False,2014,67,0,"pop, Dance/Electronic"
873,Becky Hill,Gecko (Overdrive) - Radio Edit,Gecko (Overdrive) [Radio Edit],single,0.609,0.885,-5.469,0.0642,0.00521,1.15e-05,0.336,0.76,124.959,2.75735,33418006,227358,6672,True,272471387,Spotify,165440,False,2014,67,0,"pop, Dance/Electronic"
874,Booba,Ridin',Trône,album,0.757,0.708,-3.927,0.0443,0.307,2.98e-05,0.112,0.5,138.991,3.5242166666666668,5897056,33621,309,True,33333568,Spotify,303053,True,2005,71,8,"hip hop, pop"
875,TOOL,Sober,Undertow,album,0.385,0.673,-8.182,0.0329,0.000183,0.149,0.0721,0.187,149.271,5.114216666666667,48632483,365294,11410,True,87821039,Spotify,251440,False,2010,46,6,pop
876,Childish Gambino,Sober,Kauai,album,0.701,0.591,-6.646,0.0301,0.0979,2.53e-05,0.551,0.423,98.056,4.200216666666667,115518974,822223,21027,True,378226848,Spotify,251440,False,2010,46,6,pop
877,LMFAO,Party Rock Anthem,Sorry For Party Rocking,album,0.75,0.727,-4.21,0.142,0.0189,0.0,0.266,0.359,129.993,4.36955,2252581562,11036446,649651,True,543246526,Youtube,262146,False,2011,73,5,"hip hop, pop, Dance/Electronic"
878,LMFAO,Sexy And I Know It,Sorry For Party Rocking (Deluxe Version),album,0.707,0.861,-4.225,0.316,0.1,0.0,0.191,0.795,130.021,3.324666666666667,955831760,5734888,446761,True,346448655,Youtube,199480,False,2011,67,7,"hip hop, pop, Dance/Electronic"
879,LMFAO,Sexy And I Know It,Sorry For Party Rocking (Deluxe Version),album,0.707,0.861,-4.225,0.316,0.1,0.0,0.191,0.795,130.021,3.324666666666667,955831760,5734888,446761,True,346448655,Youtube,199480,False,2011,67,7,"hip hop, pop, Dance/Electronic"
880,LMFAO,La La La,Party Rock,album,0.607,0.807,-6.548,0.126,0.0067,1.18e-06,0.251,0.565,128.046,3.509333333333333,99100879,332224,25407,True,20785978,Youtube,220779,False,2013,58,6,Dance/Electronic
881,Jimmy Eat World,Work,Futures (Deluxe Edition),album,0.544,0.914,-3.614,0.0597,0.00575,0.0,0.192,0.352,115.057,3.391783333333333,2545400,13758,1038,True,16488631,Spotify,207920,False,2010,34,10,"hip hop, pop, R&B"
882,Jimmy Eat World,Work,Futures (Deluxe Edition),album,0.544,0.914,-3.614,0.0597,0.00575,0.0,0.192,0.352,115.057,3.391783333333333,2545400,13758,1038,True,16488631,Spotify,219320,True,2016,75,11,"hip hop, pop, R&B"
883,Benny Benassi,Beautiful People,F.A.M.E. (Expanded Edition),album,0.417,0.806,-5.339,0.16,0.0703,0.00637,0.0841,0.545,127.887,3.77955,10294390,35259,1908,True,0,Youtube,225881,False,2019,53,5,"hip hop, pop, R&B"
884,Simple Minds,All The Things She Said,Once Upon A Time (Super Deluxe),album,0.6,0.86,-7.156,0.0292,0.12,0.00037,0.0961,0.519,103.93,4.264216666666667,8610461,46948,4090,True,14676548,Spotify,214440,True,2020,39,5,pop
885,t.A.T.u.,All The Things She Said,200 KM/H In The Wrong Lane (10th Anniversary Edition),album,0.603,0.834,-5.766,0.0417,0.0411,0.00609,0.105,0.376,89.957,3.574,353260906,3249532,125684,True,392515942,Spotify,214440,True,2020,39,5,pop
886,Mario,Let Me Love You,Turning Point,album,0.622,0.593,-8.352,0.0916,0.163,0.0,0.0979,0.607,94.364,4.15155,486108362,2682758,62118,True,742422685,Spotify,256733,False,2004,72,7,"pop, R&B"
887,Mario,Let Me Love You,Turning Point,album,0.622,0.593,-8.352,0.0916,0.163,0.0,0.0979,0.607,94.364,4.15155,486108362,2682758,62118,True,742422685,Spotify,205946,False,2016,81,8,"hip hop, pop, Dance/Electronic"
888,DJ Snake,Let Me Love You,Encore,album,0.649,0.716,-5.371,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,3.43245,1207876791,8796173,188660,True,1724608032,Spotify,256733,False,2004,72,7,"pop, R&B"
889,DJ Snake,Let Me Love You,Encore,album,0.649,0.716,-5.371,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,3.43245,1207876791,8796173,188660,True,1724608032,Spotify,205946,False,2016,81,8,"hip hop, pop, Dance/Electronic"
890,Kelly Rowland,Motivation,Here I Am (Deluxe Version),album,0.744,0.672,-5.589,0.0418,0.187,0.000123,0.105,0.266,140.889,3.8426666666666662,222186859,1317989,47336,True,190024519,Youtube,230560,False,2011,65,9,"hip hop, pop, R&B"
891,Kelly Rowland,Motivation,Here I Am (Deluxe Version),album,0.744,0.672,-5.589,0.0418,0.187,0.000123,0.105,0.266,140.889,3.8426666666666662,222186859,1317989,47336,True,190024519,Youtube,193837,False,2019,71,4,"pop, R&B"
892,Kelly Rowland,Commander,Here I Am (Deluxe Version),album,0.395,0.876,-3.859,0.138,0.0173,8.46e-06,0.362,0.567,124.638,3.6351166666666663,69112869,283046,15161,True,77047266,Spotify,218106,False,2011,59,11,"hip hop, pop, R&B"
893,Kelly Rowland,Stole,Simply Deep,album,0.649,0.718,-4.984,0.0594,0.00676,4.26e-06,0.174,0.477,79.993,4.154883333333333,16206472,81418,6717,True,22715322,Spotify,249293,False,2002,54,7,"hip hop, pop, R&B"
894,Hoobastank,The Reason,The Reason (15th Anniversary Deluxe),album,0.472,0.671,-4.649,0.029,0.0129,0.0,0.159,0.0681,82.952,3.88,938269816,4825010,95705,True,731604203,Youtube,232800,False,2003,79,4,"pop, rock, metal"
895,Cedric Gervais,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,Summertime Sadness [Lana Del Rey vs. Cedric Gervais] (Cedric Gervais Remix),single,0.572,0.81,-5.791,0.0558,0.0157,6.53e-06,0.13,0.11,126.052,3.5818666666666665,171599304,1146218,24903,True,560385824,Spotify,214912,False,2013,72,1,pop
896,Vybz Kartel,Ride It,Ride It,single,0.628,0.587,-5.19,0.0891,0.359,0.0,0.0943,0.48,103.062,2.2912666666666666,8668596,118411,4669,True,1859206,Youtube,157605,False,2019,81,7,"pop, Dance/Electronic"
897,Jay Sean,Ride It,My Own Way,album,0.694,0.651,-5.645,0.127,0.257,0.0,0.11,0.704,93.887,3.16755,15331092,128319,4490,False,53199886,Spotify,157605,False,2019,81,7,"pop, Dance/Electronic"
898,Stereophonics,Dakota,Language.Sex.Violence.Other?,album,0.506,0.93,-3.499,0.0675,0.129,0.00682,0.0931,0.305,146.994,4.957116666666667,29259928,140708,4853,True,171202171,Spotify,297426,False,2005,69,4,"rock, pop"
899,Nick Cave & The Bad Seeds,Breathless,Abattoir Blues / The Lyre of Orpheus,album,0.578,0.477,-9.499,0.0343,0.718,0.000181,0.181,0.766,118.916,3.231333333333333,3020790,41865,2957,True,11514339,Spotify,207506,False,2000,68,11,"pop, Folk/Acoustic"
900,Cassie,Me & U,Cassie (U.S. Version),album,0.803,0.454,-4.802,0.0294,0.352,0.0,0.0655,0.739,99.99,3.20355,135989569,1093710,20395,True,309624980,Spotify,192213,False,2006,73,8,"pop, R&B"
901,Maroon 5,Payphone,Overexposed (Deluxe),album,0.739,0.756,-4.828,0.0394,0.0136,0.0,0.37,0.523,110.028,3.85645,814693726,5409564,225353,True,1302191678,Spotify,231173,True,2012,82,4,pop
902,Maroon 5,Maps,V,album,0.742,0.713,-5.522,0.0303,0.0205,0.0,0.059,0.879,120.032,3.166,486018762,2240073,51622,True,1151909237,Spotify,189840,False,2014,0,1,pop
903,Yeah Yeah Yeahs,Maps,Fever To Tell (Deluxe Remastered),album,0.502,0.941,-5.194,0.0716,0.000346,0.319,0.553,0.124,119.783,3.66645,78504843,442178,19088,True,144244482,Spotify,189840,False,2014,0,1,pop
904,Maroon 5,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",Hands All Over,album,0.722,0.758,-4.477,0.0471,0.0111,0.0,0.308,0.62,128.047,3.3526666666666665,26,0,0,False,1004576500,Spotify,201493,False,2010,77,11,pop
905,Maroon 5,One More Night,Overexposed (Deluxe),album,0.718,0.82,-3.453,0.0323,0.0444,0.0,0.0846,0.613,92.998,3.657783333333333,1017088339,4363461,131044,True,633577750,Youtube,219546,False,2012,74,5,pop
906,Foo Fighters,Best of You,In Your Honor,album,0.366,0.94,-5.119,0.0696,0.000769,9.42e-05,0.188,0.369,130.198,4.26045,234583947,1142774,32242,True,499422347,Spotify,255626,False,2005,76,1,"rock, metal"
907,My Chemical Romance,Teenagers,The Black Parade,album,0.463,0.857,-3.063,0.0632,0.0506,0.0,0.184,0.856,111.647,2.6986666666666665,164340753,1180619,76497,True,684511925,Spotify,161920,False,2006,80,4,rock
908,My Chemical Romance,Welcome to the Black Parade,The Black Parade,album,0.217,0.905,-4.103,0.0752,0.000289,0.00011,0.222,0.236,96.95,5.185116666666667,282364186,2292556,143569,True,606713058,Spotify,311106,False,2006,76,2,rock
909,Rick Ross,Money In The Grave (Drake ft. Rick Ross),The Best In The World Pack,single,0.831,0.502,-4.045,0.046,0.101,0.0,0.122,0.101,100.541,3.423783333333333,56794890,791588,18268,True,826816158,Spotify,205426,True,2019,76,10,"hip hop, pop, R&B"
910,DJ Khaled,Wild Thoughts (feat. Rihanna & Bryson Tiller),Grateful,album,0.613,0.681,-3.089,0.0778,0.0287,0.0,0.126,0.619,97.621,3.4110666666666667,1062952236,5632195,149758,True,937297582,Youtube,204173,True,2017,72,0,"hip hop, pop"
911,DJ Khaled,I'm On One,We The Best Forever,album,0.413,0.807,-3.499,0.318,0.0536,0.0,0.631,0.438,149.33,4.935783333333333,201243386,973320,65167,True,200860448,Youtube,296146,True,2011,70,11,"hip hop, pop"
912,DJ Khaled,"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",Victory,album,0.545,0.781,-3.616,0.185,0.0139,0.0,0.161,0.277,150.097,3.8751166666666665,118147093,736298,39883,True,298554019,Spotify,232506,True,2010,51,10,"hip hop, pop"
913,Avril Lavigne,Complicated,Let Go,album,0.585,0.776,-5.898,0.0459,0.0572,7.74e-06,0.3,0.427,77.987,4.075116666666666,565700539,3927462,143049,True,614957273,Spotify,244506,False,2002,78,5,pop
914,Avril Lavigne,Sk8er Boi,Let Go,album,0.487,0.9,-4.417,0.0482,6.79e-05,0.0,0.358,0.484,149.937,3.4,234419158,1596741,79488,True,423645735,Spotify,204000,False,2002,75,0,pop
915,Avril Lavigne,What the Hell,Goodbye Lullaby (Expanded Edition),album,0.578,0.926,-3.689,0.0548,0.00472,0.0127,0.14,0.877,149.976,3.67845,370742834,2184164,136871,True,302465785,Youtube,220706,False,2011,74,6,pop
916,Avril Lavigne,I'm with You,Let Go,album,0.457,0.406,-7.462,0.0291,0.08,0.0,0.117,0.208,151.95,3.717783333333333,242528172,1564240,63658,True,208492041,Youtube,223066,False,2002,70,9,pop
917,Vance Joy,I'm with You,Nation of Two,album,0.657,0.396,-9.255,0.0293,0.805,1.58e-06,0.103,0.115,110.003,3.99645,4223819,54352,1027,True,105237246,Spotify,223066,False,2002,70,9,pop
918,Avril Lavigne,My Happy Ending,Under My Skin,album,0.414,0.936,-2.407,0.0758,0.00136,0.0,0.369,0.74,170.229,4.040216666666667,38370423,309955,8223,True,169782716,Spotify,242413,True,2004,68,2,pop
919,Avril Lavigne,Here's to Never Growing Up,Avril Lavigne (Expanded Edition),album,0.482,0.873,-3.145,0.0853,0.0111,0.0,0.409,0.737,165.084,3.572,206642026,1681417,104304,True,190837489,Youtube,214080,True,2013,0,0,pop
920,2 Chainz,We Own It (Fast & Furious),B.O.A.T.S. II #METIME (Deluxe),album,0.563,0.902,-4.586,0.402,0.0545,0.0,0.0524,0.559,171.999,3.79845,246860849,1750213,30502,True,387222121,Spotify,227906,False,2013,69,1,"hip hop, pop"
921,Wiz Khalifa,We Own It (Fast & Furious),B.O.A.T.S. II #METIME (Deluxe),album,0.563,0.902,-4.586,0.402,0.0545,0.0,0.0524,0.559,171.999,3.79845,246860678,1750206,30502,True,387222121,Spotify,227906,False,2013,69,1,"hip hop, pop"
922,2 Chainz,It's A Vibe,Pretty Girls Like Trap Music,album,0.822,0.502,-7.38,0.148,0.0312,0.000887,0.114,0.525,73.003,3.5033333333333334,151972246,943500,12835,True,446320750,Spotify,210200,True,2017,71,7,"hip hop, pop"
923,B.o.B,Nothin' on You (feat. Bruno Mars),B.o.B Presents: The Adventures of Bobby Ray,album,0.688,0.853,-5.814,0.0493,0.386,0.0,0.0862,0.743,103.993,4.472,412165445,2551890,74382,True,436151047,Spotify,268320,False,2010,74,10,"hip hop, pop"
924,B.o.B,Airplanes (feat. Hayley Williams of Paramore),B.o.B Presents: The Adventures of Bobby Ray,album,0.66,0.867,-4.285,0.116,0.11,0.0,0.0368,0.377,93.033,3.008,643849086,3487759,156593,True,627172600,Youtube,180480,True,2010,74,6,"hip hop, pop"
925,B.o.B,Magic (feat. Rivers Cuomo),B.o.B Presents: The Adventures of Bobby Ray,album,0.549,0.932,-4.11,0.343,0.0127,0.0,0.347,0.787,82.439,3.268883333333333,59249289,307660,27849,True,160041265,Spotify,196133,False,2010,65,8,"hip hop, pop"
926,Jason Mraz,Lucky,We Sing. We Dance. We Steal Things.,album,0.625,0.414,-8.7,0.0369,0.294,0.0,0.151,0.669,130.088,3.1602166666666665,182343059,1017532,31747,True,584335743,Spotify,206226,False,2000,65,8,pop
927,Colbie Caillat,Lucky,We Sing. We Dance. We Steal Things.,album,0.625,0.414,-8.7,0.0369,0.294,0.0,0.151,0.669,130.088,3.1602166666666665,182343044,1017529,31747,True,584335743,Spotify,206226,False,2000,65,8,pop
928,Tulsi Kumar,Shut Up,Shut Up,single,0.821,0.761,-4.815,0.0619,0.0445,4.33e-05,0.0661,0.78,94.995,2.4218333333333333,21700687,530302,27674,True,4124681,Youtube,296186,False,2003,56,2,"hip hop, pop"
929,Stormzy,Shut Up,Gang Signs & Prayer,album,0.468,0.823,-3.973,0.466,0.81,0.0,0.598,0.941,74.457,2.992733333333333,128232866,1062953,53790,False,171348127,Spotify,296186,False,2003,56,2,"hip hop, pop"
930,Alan Walker,Shut Up,Walkerverse Pt. I & II,album,0.378,0.614,-3.809,0.0761,0.13,0.0,0.309,0.451,175.937,2.2159166666666668,3267822,128798,4410,True,11876245,Spotify,296186,False,2003,56,2,"hip hop, pop"
931,The Goo Goo Dolls,Here Is Gone,Gutterflower,album,0.338,0.685,-5.178,0.0322,0.00052,0.000512,0.109,0.221,102.192,3.96955,11186980,58524,2792,True,35804165,Spotify,238173,False,2002,56,1,"pop, rock"
932,Sublime,Doin' Time,Sublime,album,0.708,0.757,-5.121,0.0791,0.0362,0.0,0.17,0.552,80.976,4.230666666666667,2364550,44454,1571,True,130415319,Spotify,202192,True,2019,80,7,pop
933,Lana Del Rey,Doin' Time,Norman Fucking Rockwell!,album,0.641,0.559,-11.132,0.0355,0.404,0.00402,0.0937,0.523,144.982,3.369883333333333,97331931,1995761,50839,True,390071031,Spotify,202192,True,2019,80,7,pop
934,Def Leppard,Animal,Hysteria,album,0.583,0.921,-5.215,0.0468,0.00153,0.0178,0.188,0.613,119.526,4.076,17025316,106310,3992,False,57997222,Spotify,212306,False,2010,64,5,"rock, pop"
935,Audioslave,Like a Stone,Audioslave,album,0.614,0.568,-5.477,0.0276,0.00797,0.0,0.0997,0.516,107.849,4.899333333333334,1046239091,4132563,120562,True,479870118,Youtube,293960,False,2002,75,7,"rock, metal"
936,Seether,Fake It,Finding Beauty In Negative Spaces (Bonus Track Version),album,0.611,0.95,-3.509,0.0518,0.00141,1.59e-06,0.0543,0.607,132.078,3.23155,33472454,266674,6737,True,341951067,Spotify,193893,True,2007,73,8,"rock, metal"
937,Simple Plan,Addicted,"No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)",album,0.522,0.751,-5.46,0.0435,0.000491,2.22e-06,0.158,0.605,139.51,3.867783333333333,30039222,143930,6974,True,77430092,Spotify,222826,True,2008,69,7,"rock, metal"
938,Jorja Smith,Addicted,Be Right Back,album,0.453,0.507,-10.098,0.0519,0.241,0.0107,0.16,0.153,134.023,3.4029166666666666,6947285,144313,3525,True,48466782,Spotify,222826,True,2008,69,7,"rock, metal"
939,Alanis Morissette,Hands Clean,Under Rug Swept,album,0.513,0.82,-5.428,0.0299,0.00192,2.83e-06,0.504,0.52,99.952,4.49,28103628,111272,4931,True,34777863,Spotify,269400,False,2002,57,7,"pop, Folk/Acoustic"
940,Thirty Seconds To Mars,The Kill,A Beautiful Lie,album,0.179,0.912,-3.881,0.0791,0.0014,0.000294,0.582,0.289,182.99,3.858883333333333,214430399,1539860,60642,True,419308197,Spotify,231533,False,2005,74,4,rock
941,Nick Jonas,Close,Last Year Was Complicated,album,0.654,0.623,-5.273,0.082,0.253,0.0,0.144,0.401,123.996,3.90355,305756511,2510462,57635,True,501582439,Spotify,234213,False,2016,69,6,pop
942,Nick Jonas,Jealous - Remix,Nick Jonas X2,album,0.684,0.71,-3.614,0.0779,0.0132,0.0,0.444,0.451,93.007,3.703116666666667,9801383,72683,3365,True,454972089,Spotify,222213,True,2014,0,11,pop
943,Curren$y,Radioactive,The Drive in Theatre Part 2,album,0.748,0.792,-5.18,0.273,0.095,0.0,0.166,0.54,134.041,3.138183333333333,145096,3034,16,True,463086,Spotify,186813,False,2012,77,9,rock
944,Bullet For My Valentine,Radioactive,Gravity (Deluxe Edition),album,0.527,0.695,-4.99,0.0346,0.0331,3.78e-05,0.31,0.271,142.922,3.218,577753,12603,679,True,29737983,Spotify,186813,False,2012,77,9,rock
945,Lindsey Stirling,Radioactive,PTX,album,0.505,0.594,-7.642,0.0695,0.49,0.0,0.298,0.464,135.007,3.774,193635971,2246999,101110,True,73259995,Youtube,186813,False,2012,77,9,rock
946,Imagine Dragons,Radioactive,Night Visions,album,0.448,0.784,-3.686,0.0627,0.106,0.000108,0.668,0.236,136.245,3.11355,1426556409,9256200,340807,True,1470259042,Spotify,186813,False,2012,77,9,rock
947,The Prodigy,Omen,Invaders Must Die,album,0.545,0.953,-5.172,0.0441,0.000941,0.117,0.281,0.558,140.002,3.60045,48281441,299610,12528,False,62110915,Spotify,216026,False,2009,57,7,"rock, pop, Dance/Electronic"
948,MK,17,17,single,0.703,0.832,-7.202,0.0689,0.00149,0.127,0.0696,0.667,122.029,3.2748166666666667,4105713,33390,1025,True,198276742,Spotify,196489,False,2017,65,0,"pop, Dance/Electronic"
949,Julia Michaels,17,Inner Monologue Part 2,album,0.774,0.466,-6.869,0.0433,0.458,0.0,0.111,0.396,97.975,3.046666666666667,3161846,66076,1424,True,95476150,Spotify,196489,False,2017,65,0,"pop, Dance/Electronic"
950,MK,Look Right Through - MK Vocal Edit,Look Right Through (MK Vocal Edit),single,0.834,0.819,-7.989,0.0841,0.00212,0.00306,0.279,0.513,119.99,2.47315,833893,6183,203,False,54196639,Spotify,150400,False,2014,0,0,Dance/Electronic
951,Redimi2,Be Alright,Desesperado (English),album,0.687,0.39,-9.211,0.0449,0.632,0.0,0.309,0.69,79.922,4.57445,20267290,287388,8648,True,15863427,Youtube,196373,True,2018,79,11,pop
952,Dean Lewis,Be Alright,A Place We Knew,album,0.551,0.537,-7.595,0.034,0.705,0.0,0.0802,0.493,126.421,3.2748833333333334,230880235,2225601,42423,True,1411301562,Spotify,196373,True,2018,79,11,pop
953,Plain White T's,Hey There Delilah,All That We Needed,album,0.656,0.291,-10.572,0.0293,0.872,0.0,0.114,0.298,103.971,3.87555,100499455,1131048,63556,True,887369479,Spotify,232533,False,2005,78,2,pop
954,Robin Thicke,Blurred Lines,Blurred Lines (Deluxe),album,0.853,0.599,-4.756,0.0411,0.00334,7.93e-06,0.0759,0.843,119.993,4.397116666666666,833789810,3729983,217980,True,726264420,Youtube,263053,False,2013,55,7,"pop, R&B"
955,The Killers,Human,Day & Age (Bonus Tracks),album,0.557,0.8,-8.477,0.0601,0.00132,0.0012,0.0906,0.582,135.47,4.08955,169015765,708628,28873,True,431311658,Spotify,200186,False,2017,76,9,R&B
956,Cody Johnson,Human,Human The Double Album,album,0.4,0.647,-7.279,0.0337,0.176,5.79e-05,0.11,0.274,84.08,3.692,3583347,24576,721,True,36627401,Spotify,200186,False,2017,76,9,R&B
957,Of Monsters and Men,Human,Beneath The Skin,album,0.521,0.732,-5.408,0.0321,0.000783,0.57,0.159,0.185,125.99,3.96355,17023620,105903,2392,True,32931826,Spotify,200186,False,2017,76,9,R&B
958,Rag'n'Bone Man,Human,Human (Deluxe),album,0.602,0.707,-4.097,0.302,0.393,0.0,0.165,0.554,75.087,3.33645,1607049062,10625492,220004,True,773849349,Youtube,200186,False,2017,76,9,R&B
959,Diplo,Where Are Ü Now (with Justin Bieber),Skrillex and Diplo present Jack Ü,album,0.432,0.781,-4.038,0.0567,0.041,4.21e-06,0.0789,0.197,139.432,4.171433333333334,1234561238,6065708,308622,True,1006796172,Youtube,250285,False,2015,74,4,"pop, Dance/Electronic"
960,Skrillex,Where Are Ü Now (with Justin Bieber),Skrillex and Diplo present Jack Ü,album,0.432,0.781,-4.038,0.0567,0.041,4.21e-06,0.0789,0.197,139.432,4.171433333333334,1234561356,6065712,308622,True,1006796172,Youtube,250285,False,2015,74,4,"pop, Dance/Electronic"
961,Diplo,Daylight,Daylight,single,0.528,0.749,-7.571,0.0479,0.00488,9.6e-05,0.0949,0.729,163.944,2.7317666666666667,17289869,480643,18057,False,165066980,Spotify,225066,False,2012,66,7,pop
962,Diplo,On My Mind,Do You Dance?,single,0.771,0.729,-6.577,0.0408,0.00161,0.672,0.217,0.63,123.027,3.1544666666666665,3307293,98379,3378,False,233212157,Spotify,213445,False,2015,0,2,"pop, rock, Dance/Electronic"
963,Reik,Me Niego (feat. Ozuna & Wisin),Ahora,album,0.777,0.782,-4.435,0.0907,0.0505,0.0,0.64,0.773,94.023,3.6942166666666663,1049946111,3585687,94467,True,636183962,Youtube,221653,False,2018,1,0,"pop, latin"
964,Amy Winehouse,Back To Black,Back To Black (Deluxe Edition),album,0.403,0.422,-13.964,0.0373,0.134,2.05e-05,0.0861,0.378,122.728,4.02155,879026484,4809692,122471,True,694280349,Youtube,241293,True,2006,76,7,R&B
965,Amy Winehouse,Rehab,Back To Black (Deluxe Edition),album,0.407,0.558,-13.609,0.0552,0.0541,1.51e-06,0.34,0.777,71.815,3.58245,313440495,1869749,85856,True,414914866,Spotify,214946,False,2006,71,0,R&B
966,Amy Winehouse,You Know I'm No Good,Back To Black (Deluxe Edition),album,0.694,0.496,-14.222,0.0329,0.0139,0.00356,0.0644,0.799,103.372,4.28645,348215647,1854959,44921,True,372312004,Spotify,256946,False,2006,63,9,R&B
967,Three Days Grace,I Hate Everything About You,Three Days Grace,album,0.498,0.83,-5.157,0.0421,0.00461,0.0,0.139,0.453,89.342,3.858,337458032,2323598,74067,True,562517246,Spotify,231480,False,2003,72,6,"rock, metal"
968,Mark Ronson,Uptown Funk (feat. Bruno Mars),Uptown Special,album,0.856,0.609,-7.223,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,4.49445,4821016218,20067879,598916,True,1653819736,Youtube,269666,True,2015,82,0,pop
969,Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),Late Night Feelings,album,0.601,0.794,-5.844,0.0671,0.00987,1.36e-06,0.418,0.244,114.066,3.618316666666667,322682773,3798727,94493,True,713211866,Spotify,217466,False,2018,79,7,pop
970,Miley Cyrus,Nothing Breaks Like a Heart (feat. Miley Cyrus),Late Night Feelings,album,0.601,0.794,-5.844,0.0671,0.00987,1.36e-06,0.418,0.244,114.066,3.618316666666667,322683243,3798746,94493,True,713211866,Spotify,217466,False,2018,79,7,pop
971,Mark Ronson,Valerie (feat. Amy Winehouse) - Version Revisited,Version,album,0.699,0.83,-4.898,0.0633,0.00243,0.00024,0.0995,0.889,105.809,3.6568833333333335,125811,1813,24,False,280473184,Spotify,219413,False,2007,0,1,pop
